release_year,year_added,month_added,duration_num,director_count,cast_count,country_count,content_age,is_multicountry,is_long_content,main_genre,rating,type
2015,2020,1,90.0,1,8,1,11,0,0,15,8,0
2016,2016,11,69.0,1,1,1,10,0,0,27,8,0
2019,2020,3,23.0,1,6,1,7,0,0,4,10,0
2019,2020,3,23.0,1,7,1,7,0,0,4,10,0
1990,2020,10,165.0,1,9,1,36,0,1,7,6,0
2001,2019,12,185.0,1,10,1,25,0,1,7,6,0
2015,2019,12,174.0,1,11,1,11,0,1,7,8,0
2002,2018,4,176.0,1,8,1,24,0,1,12,6,0
1998,2018,3,166.0,1,9,1,28,0,1,12,6,0
2014,2018,10,145.0,1,9,1,12,0,1,15,9,0
2018,2020,5,109.0,2,8,1,8,0,0,12,6,0
2019,2020,5,118.0,2,8,1,7,0,0,12,6,0
2015,2017,2,154.0,1,13,1,11,0,1,0,9,0
2007,2008,2,1.0,1,1,1,19,0,0,28,8,1
2010,2020,1,115.0,1,12,1,16,0,0,7,4,0
2020,2020,3,2.0,1,33,2,6,1,0,2,11,1
2016,2017,8,1.0,1,1,1,10,0,0,11,7,1
2008,2018,6,2.0,1,10,1,18,0,0,2,11,1
2017,2017,8,5.0,1,6,1,9,0,0,17,11,1
2018,2018,8,3.0,1,6,1,8,0,0,17,11,1
2018,2019,11,1.0,1,9,1,8,0,0,8,8,1
2020,2020,3,2.0,1,1,1,6,0,0,8,8,1
2018,2019,3,1.0,1,3,1,8,0,0,16,8,1
1985,2018,8,90.0,1,5,1,41,0,0,0,6,0
2020,2020,6,108.0,1,1,1,6,0,0,10,8,0
1982,2020,10,134.0,1,9,1,44,0,1,9,6,0
2018,2020,10,107.0,2,13,1,8,0,0,7,8,0
2017,2017,12,111.0,1,1,1,9,0,0,10,8,0
2021,2021,1,3.0,1,10,1,5,0,0,29,6,1
2018,2018,1,2.0,1,10,1,8,0,0,30,8,1
2017,2018,2,87.0,1,11,1,9,0,0,35,6,0
2009,2019,11,112.0,1,10,4,17,1,0,0,5,0
2017,2019,10,1.0,1,1,1,9,0,0,3,8,1
2016,2016,11,107.0,1,6,2,10,1,0,12,8,0
2019,2019,6,95.0,1,15,1,7,0,0,4,9,0
2012,2020,4,165.0,1,16,1,14,0,1,0,5,0
2020,2020,12,91.0,1,10,2,6,1,0,12,8,0
2020,2020,10,1.0,1,7,1,6,0,0,16,6,1
2010,2018,11,106.0,1,8,1,16,0,0,7,9,0
2009,2019,9,121.0,1,10,1,17,0,1,12,8,0
2017,2018,3,2.0,1,18,1,9,0,0,3,8,1
1965,2019,11,200.0,1,9,4,61,1,1,6,4,0
2019,2019,6,3.0,1,3,1,7,0,0,30,6,1
2016,2016,12,93.0,1,7,1,10,0,0,12,8,0
2018,2018,11,1.0,1,1,1,8,0,0,11,9,1
2018,2018,12,1.0,1,14,1,8,0,0,8,8,1
2019,2019,10,118.0,1,8,1,7,0,0,7,5,0
2019,2019,8,1.0,1,2,1,7,0,0,16,8,1
2020,2020,9,120.0,1,10,1,6,0,0,12,8,0
2019,2020,10,90.0,1,1,1,7,0,0,10,6,0
2019,2019,11,1.0,1,41,1,7,0,0,31,6,1
2020,2020,11,99.0,1,7,1,6,0,0,4,9,0
2019,2019,6,90.0,1,10,1,7,0,0,4,9,0
2014,2019,2,107.0,1,10,1,12,0,0,4,3,0
2019,2019,9,89.0,1,8,7,7,1,0,15,5,0
2006,2019,12,169.0,1,8,1,20,0,1,0,6,0
2011,2019,12,148.0,1,8,2,15,1,1,0,6,0
2015,2018,1,83.0,10,10,1,11,0,0,7,6,0
2015,2020,3,96.0,1,10,1,11,0,0,7,4,0
2010,2019,11,99.0,1,10,3,16,1,0,13,5,0
2015,2020,6,95.0,1,5,1,11,0,0,0,8,0
2016,2020,6,88.0,1,7,1,10,0,0,0,8,0
2017,2020,6,94.0,1,6,1,9,0,0,0,6,0
2019,2019,12,1.0,1,1,2,7,1,0,8,8,1
2011,2018,12,115.0,1,3,1,15,0,0,7,9,0
2014,2018,12,113.0,1,5,2,12,1,0,7,6,0
2016,2019,2,93.0,1,8,1,10,0,0,13,5,0
2016,2017,4,93.0,1,1,1,10,0,0,10,8,0
2016,2017,5,92.0,1,8,1,10,0,0,7,5,0
2020,2020,11,98.0,1,5,1,6,0,0,13,8,0
2012,2016,11,65.0,2,1,1,14,0,0,27,8,0
1997,2020,1,127.0,1,10,1,29,0,1,12,5,0
2005,2020,11,105.0,1,10,4,21,1,0,0,5,0
2019,2019,12,97.0,1,11,1,7,0,0,0,5,0
2013,2019,3,1.0,1,1,1,13,0,0,21,6,1
2020,2020,7,114.0,1,8,1,6,0,0,7,6,0
2019,2019,6,3.0,1,1,1,7,0,0,8,8,1
2019,2019,11,134.0,1,3,1,7,0,1,12,6,0
2020,2020,5,1.0,1,19,1,6,0,0,2,8,1
2008,2020,4,142.0,1,8,2,18,1,1,7,6,0
2020,2021,1,105.0,1,10,1,6,0,0,4,7,0
1999,2020,7,105.0,1,8,3,27,1,0,35,5,0
2020,2020,7,110.0,1,10,1,6,0,0,0,6,0
1989,2018,8,94.0,1,10,1,37,0,0,0,6,0
2008,2019,3,104.0,1,10,1,18,0,0,12,4,0
2018,2018,10,126.0,1,10,3,8,1,1,12,4,0
2017,2018,1,94.0,1,1,1,9,0,0,10,9,0
2020,2020,7,1.0,1,2,1,6,0,0,11,9,1
2018,2020,9,69.0,1,1,1,8,0,0,27,8,0
2003,2019,5,82.0,1,8,1,23,0,0,4,3,0
2018,2019,6,86.0,2,6,4,8,1,0,4,3,0
2012,2020,7,86.0,2,11,2,14,1,0,4,3,0
2020,2020,1,1.0,1,3,1,6,0,0,3,6,1
2018,2018,9,1.0,1,11,1,8,0,0,2,6,1
2019,2020,2,103.0,3,13,1,7,0,0,0,9,0
2006,2018,10,94.0,1,10,2,20,1,0,0,6,0
2020,2020,9,1.0,1,10,1,6,0,0,2,8,1
1996,2020,1,103.0,1,8,1,30,0,0,0,4,0
2015,2020,1,97.0,1,10,1,11,0,0,0,4,0
2000,2020,1,84.0,1,10,1,26,0,0,0,3,0
2017,2017,6,98.0,1,9,1,9,0,0,0,4,0
2020,2020,2,97.0,1,10,1,6,0,0,0,4,0
2018,2019,6,68.0,1,1,1,8,0,0,4,10,0
2014,2018,12,27.0,2,6,1,12,0,0,4,9,0
2018,2018,2,6.0,1,6,1,8,0,0,17,11,1
2020,2020,2,2.0,1,7,1,6,0,0,17,10,1
2020,2020,3,46.0,2,11,1,6,0,0,4,10,0
2020,2020,11,46.0,2,14,1,6,0,0,4,10,0
2020,2020,7,46.0,2,9,1,6,0,0,4,10,0
2016,2016,5,1.0,1,6,3,10,1,0,23,6,1
2017,2018,7,42.0,1,1,1,9,0,0,10,7,0
2017,2017,12,92.0,1,1,1,9,0,0,10,8,0
2021,2021,1,2.0,1,1,1,5,0,0,21,7,1
2015,2019,11,109.0,1,2,1,11,0,0,10,8,0
2005,2020,10,1.0,1,11,1,21,0,0,17,9,1
2011,2018,12,1.0,1,12,1,15,0,0,17,9,1
2017,2017,12,46.0,1,7,1,9,0,0,4,10,0
2011,2020,1,1.0,1,4,1,15,0,0,17,9,1
2008,2019,7,1.0,1,11,1,18,0,0,17,9,1
2008,2020,2,1.0,1,12,1,18,0,0,17,9,1
2009,2018,10,1.0,1,7,1,17,0,0,17,9,1
2011,2020,4,1.0,1,9,1,15,0,0,17,9,1
2017,2018,1,89.0,1,1,2,9,1,0,10,9,0
2020,2020,4,1.0,1,18,1,6,0,0,2,6,1
2016,2019,8,92.0,1,7,1,10,0,0,7,8,0
2015,2020,7,162.0,1,10,1,11,0,1,12,6,0
2019,2019,11,119.0,1,8,1,7,0,0,0,6,0
2018,2019,1,99.0,1,2,1,8,0,0,12,9,0
2019,2019,8,2.0,1,1,1,7,0,0,21,8,1
2018,2018,7,2.0,1,1,1,8,0,0,8,8,1
2019,2019,10,1.0,1,15,1,7,0,0,8,8,1
2015,2019,3,1.0,1,1,1,11,0,0,8,8,1
2019,2020,8,97.0,1,8,1,7,0,0,7,5,0
2018,2019,5,100.0,1,5,2,8,1,0,12,8,0
2018,2020,9,102.0,1,15,1,8,0,0,12,9,0
2018,2018,7,94.0,1,10,1,8,0,0,12,8,0
2018,2018,7,92.0,1,12,3,8,1,0,4,3,0
2018,2018,4,97.0,1,10,1,8,0,0,7,8,0
2015,2017,2,1.0,1,20,2,11,1,0,8,6,1
2014,2016,9,93.0,1,10,3,12,1,0,12,6,0
2003,2018,3,162.0,1,8,1,23,0,1,0,6,0
2003,2019,10,85.0,1,9,1,23,0,0,7,4,0
2018,2018,12,110.0,1,12,1,8,0,0,7,4,0
1984,2020,4,170.0,1,10,1,42,0,1,0,6,0
1998,2020,4,165.0,1,8,1,28,0,1,7,6,0
2016,2018,12,1.0,1,21,1,10,0,0,2,8,1
2017,2018,10,141.0,1,8,1,9,0,1,12,6,0
2018,2019,5,88.0,1,1,1,8,0,0,10,8,0
2019,2020,5,3.0,1,8,1,7,0,0,31,6,1
2016,2019,2,52.0,1,1,1,10,0,0,10,6,0
2014,2014,10,90.0,2,1,1,12,0,0,10,8,0
2020,2020,4,81.0,1,4,2,6,1,0,12,8,0
2014,2019,10,91.0,1,12,1,12,0,0,4,3,0
2014,2020,4,1.0,1,3,1,12,0,0,17,10,1
2015,2017,3,1.0,1,1,1,11,0,0,3,9,1
2018,2018,10,1.0,1,1,1,8,0,0,3,6,1
2019,2019,11,107.0,1,10,3,7,1,0,12,5,0
2015,2020,9,106.0,1,7,1,11,0,0,12,3,0
2018,2019,12,4.0,1,6,1,8,0,0,30,8,1
2019,2019,5,3.0,1,16,1,7,0,0,30,8,1
2010,2020,11,92.0,1,10,1,16,0,0,7,4,0
2009,2016,9,1.0,1,7,1,17,0,0,16,8,1
2010,2019,9,140.0,1,10,1,16,0,1,12,4,0
2018,2019,1,127.0,1,8,1,8,0,1,15,6,0
2019,2019,10,82.0,1,10,1,7,0,0,10,4,0
2015,2016,12,98.0,1,1,1,11,0,0,10,8,0
1983,2018,4,69.0,1,1,1,43,0,0,27,8,0
1987,2021,1,90.0,1,1,1,39,0,0,27,5,0
2018,2018,10,2.0,1,8,1,8,0,0,8,11,1
2018,2018,11,92.0,1,11,1,8,0,0,14,8,0
1998,2020,8,103.0,1,8,1,28,0,0,7,8,0
2008,2016,8,1.0,1,1,1,18,0,0,3,7,1
2018,2018,3,1.0,1,10,1,8,0,0,16,8,1
2017,2018,11,80.0,1,1,1,9,0,0,27,8,0
2019,2019,3,65.0,1,1,1,7,0,0,27,8,0
2018,2019,9,133.0,1,6,1,8,0,1,7,6,0
2018,2018,9,153.0,1,7,1,8,0,1,12,6,0
2019,2019,7,100.0,1,7,2,7,1,0,13,6,0
2014,2020,12,109.0,1,10,1,12,0,0,12,4,0
2019,2020,12,102.0,1,8,1,7,0,0,12,6,0
2015,2017,12,124.0,1,8,1,11,0,1,12,6,0
2009,2016,11,1.0,1,1,1,17,0,0,11,8,1
2006,2020,5,105.0,1,10,1,20,0,0,7,9,0
2009,2018,3,120.0,2,7,1,17,0,0,12,9,0
2004,2019,8,134.0,1,8,1,22,0,1,12,8,0
1983,2017,9,151.0,1,8,1,43,0,1,12,6,0
2005,2019,4,141.0,1,10,1,21,0,1,15,6,0
2019,2019,4,120.0,1,10,1,7,0,0,7,6,0
2012,2018,10,106.0,1,10,1,14,0,0,7,6,0
2016,2020,4,109.0,1,10,1,10,0,0,12,9,0
2012,2018,2,105.0,1,11,4,14,1,0,0,5,0
2017,2017,12,89.0,1,7,1,9,0,0,7,8,0
2019,2019,10,123.0,1,1,1,7,0,1,12,8,0
2008,2018,8,1.0,1,9,1,18,0,0,8,8,1
2010,2018,8,1.0,1,12,1,16,0,0,8,8,1
2018,2018,7,3.0,1,17,2,8,1,0,8,8,1
1979,2017,12,1.0,1,8,1,47,0,0,5,9,1
2017,2017,10,119.0,1,1,1,9,0,0,10,6,0
2010,2017,5,1.0,1,8,1,16,0,0,23,6,1
2018,2018,7,85.0,1,10,1,8,0,0,7,8,0
2018,2018,11,82.0,2,12,1,8,0,0,12,8,0
2019,2019,6,2.0,1,13,1,7,0,0,8,8,1
2020,2020,4,2.0,1,10,1,6,0,0,8,8,1
2017,2017,10,52.0,1,1,1,9,0,0,27,8,0
2017,2017,4,106.0,1,1,1,9,0,0,10,6,0
2020,2020,6,48.0,1,1,1,6,0,0,10,9,0
2019,2019,9,3.0,1,8,1,7,0,0,8,8,1
2018,2019,12,73.0,1,2,3,8,1,0,10,6,0
2018,2019,1,122.0,1,10,1,8,0,1,12,8,0
2013,2020,4,2.0,1,6,1,13,0,0,16,8,1
2019,2020,4,7.0,1,11,3,7,1,0,8,8,1
2019,2019,11,74.0,1,2,1,7,0,0,10,6,0
2017,2020,3,95.0,1,7,1,9,0,0,12,6,0
2018,2019,6,73.0,1,1,3,8,1,0,10,6,0
2016,2017,10,79.0,1,1,1,10,0,0,4,9,0
2018,2020,10,94.0,1,10,1,8,0,0,0,6,0
1971,2017,4,143.0,1,6,1,55,0,1,0,6,0
2012,2019,9,81.0,1,1,2,14,1,0,10,6,0
2006,2018,8,196.0,1,2,1,20,0,1,15,8,0
2019,2020,6,84.0,1,8,1,7,0,0,12,8,0
2020,2020,11,28.0,1,4,1,6,0,0,4,10,0
2020,2020,11,27.0,1,8,1,6,0,0,4,10,0
2019,2019,10,98.0,1,7,1,7,0,0,13,8,0
2019,2019,6,119.0,1,16,1,7,0,0,12,8,0
2020,2020,3,3.0,1,11,1,6,0,0,8,8,1
2016,2017,5,90.0,1,1,1,10,0,0,10,7,0
2019,2020,8,109.0,1,5,1,7,0,0,12,5,0
2018,2018,12,1.0,2,1,1,8,0,0,28,8,1
2014,2017,12,93.0,2,1,1,12,0,0,10,6,0
2015,2018,3,92.0,2,1,1,11,0,0,10,8,0
2016,2017,12,49.0,1,1,1,10,0,0,10,9,0
2018,2020,11,90.0,1,6,1,8,0,0,4,3,0
2015,2016,9,102.0,1,10,1,11,0,0,10,9,0
2016,2018,8,82.0,1,6,1,10,0,0,13,8,0
2008,2019,5,128.0,1,10,1,18,0,1,7,6,0
2020,2020,12,90.0,1,1,1,6,0,0,10,8,0
2020,2020,10,1.0,1,8,1,6,0,0,23,8,1
2020,2020,8,1.0,1,11,1,6,0,0,17,10,1
2016,2018,10,74.0,1,9,1,10,0,0,12,9,0
2016,2018,2,94.0,1,10,1,10,0,0,12,8,0
2017,2018,12,1.0,1,1,1,9,0,0,21,9,1
2018,2018,10,1.0,1,1,2,8,1,0,11,6,1
2014,2018,1,87.0,1,1,5,12,1,0,10,6,0
2006,2020,10,108.0,1,10,1,20,0,0,7,4,0
2018,2018,6,1.0,1,13,1,8,0,0,16,8,1
2002,2019,12,151.0,1,6,1,24,0,1,12,6,0
2016,2019,7,1.0,1,1,1,10,0,0,3,6,1
2018,2018,5,40.0,2,1,1,8,0,0,10,9,0
2012,2019,11,109.0,1,12,1,14,0,0,0,5,0
2018,2018,8,1.0,1,10,1,8,0,0,8,8,1
2013,2018,7,91.0,1,6,3,13,1,0,14,5,0
2018,2019,10,1.0,1,3,1,8,0,0,16,8,1
1996,2017,5,163.0,1,9,1,30,0,1,7,6,0
2018,2018,4,66.0,1,1,1,8,0,0,27,8,0
2016,2017,1,93.0,1,1,1,10,0,0,10,6,0
2020,2020,9,124.0,1,10,1,6,0,1,0,4,0
2014,2017,8,1.0,1,8,1,12,0,0,16,6,1
2018,2018,12,85.0,1,7,1,8,0,0,12,8,0
2019,2019,8,59.0,1,4,2,7,1,0,10,8,0
1973,2021,1,103.0,1,11,2,53,1,0,0,5,0
2016,2017,8,105.0,1,8,4,10,1,0,0,4,0
2017,2018,1,5.0,1,6,2,9,1,0,5,8,1
2015,2018,10,102.0,1,8,2,11,1,0,12,4,0
2017,2017,10,1.0,1,8,2,9,1,0,17,11,1
2002,2019,6,107.0,1,8,1,24,0,0,0,5,0
2020,2020,12,1.0,1,15,2,6,1,0,16,8,1
2016,2020,9,1.0,1,11,1,10,0,0,2,6,1
2020,2020,6,52.0,1,1,1,6,0,0,27,8,0
2012,2018,10,81.0,2,9,1,14,0,0,7,8,0
2018,2018,10,99.0,1,10,2,8,1,0,13,8,0
2017,2019,11,69.0,1,9,1,9,0,0,4,10,0
1990,2019,10,88.0,1,8,1,36,0,0,7,8,0
2009,2020,5,120.0,1,10,1,17,0,0,0,6,0
2020,2020,5,1.0,1,1,1,6,0,0,11,6,1
1985,2018,7,95.0,1,10,1,41,0,0,7,2,0
2016,2017,1,100.0,1,10,1,10,0,0,12,6,0
2017,2018,11,1.0,1,6,1,9,0,0,16,6,1
2018,2018,4,91.0,1,2,1,8,0,0,15,6,0
2020,2020,11,1.0,1,8,1,6,0,0,16,8,1
2018,2019,3,1.0,1,10,1,8,0,0,16,6,1
2018,2019,11,110.0,1,8,1,8,0,0,12,5,0
2019,2019,7,1.0,1,4,1,7,0,0,16,9,1
2020,2020,6,124.0,1,9,1,6,0,1,7,4,0
2007,2019,4,96.0,1,11,1,19,0,0,4,3,0
1998,2019,6,69.0,1,13,1,28,0,0,0,8,0
2017,2018,1,91.0,1,1,1,9,0,0,10,8,0
2019,2019,9,96.0,1,1,1,7,0,0,10,8,0
2010,2011,5,103.0,1,12,3,16,1,0,12,8,0
2018,2019,2,102.0,1,8,1,8,0,0,12,9,0
1997,2020,1,96.0,1,8,2,29,1,0,13,5,0
2016,2020,8,5.0,1,20,1,10,0,0,17,11,1
2019,2020,2,98.0,1,7,1,7,0,0,12,8,0
2019,2019,6,133.0,1,12,3,7,1,1,12,5,0
2015,2019,3,124.0,1,8,1,11,0,1,12,6,0
2014,2017,8,1.0,1,1,1,12,0,0,3,9,1
2016,2019,3,127.0,1,10,1,10,0,1,7,8,0
2018,2018,2,1.0,1,10,1,8,0,0,30,6,1
2019,2020,10,1.0,1,7,1,7,0,0,31,6,1
2018,2018,5,1.0,2,1,1,8,0,0,8,8,1
2001,2019,11,102.0,1,10,1,25,0,0,7,4,0
2019,2019,11,134.0,1,5,1,7,0,1,7,6,0
2015,2018,7,108.0,1,11,1,11,0,0,12,5,0
2011,2017,1,1.0,1,4,1,15,0,0,16,6,1
2019,2019,1,1.0,1,1,1,7,0,0,8,8,1
2008,2017,8,1.0,1,10,1,18,0,0,16,6,1
1996,2019,11,133.0,1,10,1,30,0,1,0,5,0
2018,2020,10,103.0,1,3,1,8,0,0,12,8,0
2019,2019,6,1.0,1,1,1,7,0,0,8,8,1
2013,2016,7,58.0,4,1,1,13,0,0,10,8,0
2012,2019,3,79.0,1,11,1,14,0,0,7,2,0
2001,2019,10,101.0,1,11,1,25,0,0,0,5,0
2017,2018,3,78.0,1,1,1,9,0,0,10,7,0
2017,2018,1,96.0,1,2,1,9,0,0,10,9,0
2014,2018,6,103.0,1,6,1,12,0,0,0,8,0
2019,2019,9,2.0,1,1,1,7,0,0,11,8,1
2019,2019,8,81.0,1,8,1,7,0,0,0,6,0
2018,2018,7,95.0,1,8,1,8,0,0,0,8,0
2020,2020,4,117.0,1,6,1,6,0,0,0,5,0
2020,2020,4,1.0,1,7,1,6,0,0,8,8,1
2006,2017,3,2.0,1,5,2,20,1,0,3,8,1
2019,2019,7,1.0,1,2,1,7,0,0,16,8,1
2019,2019,5,110.0,1,10,1,7,0,0,12,5,0
2016,2016,9,25.0,1,1,1,10,0,0,10,9,0
2019,2020,1,108.0,1,10,3,7,1,0,12,8,0
2010,2017,3,99.0,1,7,1,16,0,0,7,8,0
2011,2017,3,106.0,1,9,1,15,0,0,7,9,0
2014,2017,3,103.0,1,8,1,12,0,0,7,9,0
2009,2016,12,1.0,1,14,1,17,0,0,8,6,1
2016,2018,4,1.0,1,5,1,10,0,0,16,6,1
2020,2020,6,4.0,1,5,3,6,1,0,30,8,1
2017,2018,3,92.0,1,7,1,9,0,0,7,8,0
2018,2018,12,90.0,1,10,1,8,0,0,4,9,0
2017,2017,9,60.0,2,1,1,9,0,0,27,8,0
2020,2020,11,1.0,1,1,1,6,0,0,16,8,1
2017,2018,1,89.0,1,10,1,9,0,0,12,8,0
2019,2019,11,54.0,1,1,1,7,0,0,27,8,0
2009,2017,4,1.0,1,30,1,17,0,0,2,8,1
2019,2020,2,106.0,1,5,1,7,0,0,7,3,0
2015,2019,7,1.0,1,3,1,11,0,0,3,7,1
2018,2018,1,61.0,1,1,1,8,0,0,27,8,0
2011,2018,2,150.0,1,9,1,15,0,1,0,6,0
2019,2020,1,80.0,1,10,1,7,0,0,7,6,0
2014,2016,10,1.0,1,7,1,12,0,0,16,6,1
1998,2019,11,124.0,1,9,1,28,0,1,35,5,0
2017,2018,4,1.0,1,13,1,9,0,0,8,8,1
2019,2019,8,98.0,1,10,1,7,0,0,7,9,0
2018,2019,6,1.0,1,12,2,8,1,0,8,8,1
2018,2019,12,82.0,1,4,1,8,0,0,15,8,0
2018,2020,10,1.0,1,4,1,8,0,0,16,8,1
2017,2019,5,99.0,2,10,1,9,0,0,12,8,0
2018,2018,5,92.0,1,4,1,8,0,0,13,8,0
2020,2020,9,2.0,1,10,1,6,0,0,16,8,1
2020,2020,1,2.0,1,8,1,6,0,0,17,9,1
2015,2016,12,29.0,1,1,1,11,0,0,10,6,0
2018,2020,5,109.0,1,8,1,8,0,0,4,7,0
2019,2019,8,91.0,1,9,1,7,0,0,35,6,0
2017,2020,2,33.0,1,8,1,9,0,0,7,8,0
2014,2018,1,102.0,1,10,1,12,0,0,12,2,0
2016,2017,4,1.0,1,6,1,10,0,0,17,11,1
2018,2020,11,114.0,1,4,1,8,0,0,7,9,0
2015,2018,12,146.0,1,3,1,11,0,1,0,6,0
2017,2019,6,94.0,1,7,1,9,0,0,7,8,0
2015,2017,8,1.0,1,6,1,11,0,0,8,6,1
2020,2020,4,2.0,2,1,1,6,0,0,16,8,1
2018,2018,4,75.0,1,1,1,8,0,0,27,8,0
2008,2018,8,158.0,1,8,1,18,0,1,12,8,0
2020,2020,12,3.0,1,6,1,6,0,0,17,11,1
2019,2019,9,2.0,1,1,1,7,0,0,21,8,1
2020,2020,3,61.0,1,1,1,6,0,0,27,8,0
2020,2020,7,90.0,1,6,1,6,0,0,35,6,0
2016,2018,7,1.0,1,6,1,10,0,0,8,8,1
2017,2017,11,2.0,1,17,1,9,0,0,2,8,1
2018,2018,10,2.0,1,10,1,8,0,0,2,8,1
2016,2020,9,72.0,1,6,1,10,0,0,0,6,0
2015,2018,12,2.0,1,15,1,11,0,0,2,6,1
2012,2019,6,2.0,1,10,1,14,0,0,2,8,1
2018,2018,7,95.0,1,7,1,8,0,0,7,8,0
2020,2020,7,100.0,2,1,1,6,0,0,10,5,0
2012,2019,2,97.0,1,10,1,14,0,0,7,6,0
2020,2020,4,3.0,1,12,1,6,0,0,8,8,1
1998,2019,11,118.0,1,16,1,28,0,0,7,5,0
2020,2020,7,1.0,1,1,1,6,0,0,8,8,1
2015,2017,6,1.0,1,1,1,11,0,0,16,8,1
2020,2020,8,92.0,1,11,1,6,0,0,4,11,0
2020,2020,3,1.0,1,11,1,6,0,0,23,8,1
2017,2017,8,70.0,1,6,1,9,0,0,10,8,0
2020,2020,6,110.0,1,17,1,6,0,0,4,7,0
2020,2020,9,1.0,1,1,1,6,0,0,28,8,1
2012,2018,7,58.0,1,1,1,14,0,0,27,8,0
2017,2017,3,91.0,1,1,1,9,0,0,27,8,0
2020,2020,11,60.0,1,1,1,6,0,0,27,8,0
2018,2018,10,86.0,1,1,1,8,0,0,10,8,0
2018,2019,8,91.0,1,13,1,8,0,0,7,8,0
2018,2018,5,63.0,2,1,1,8,0,0,27,8,0
2012,2019,8,133.0,1,9,1,14,0,1,7,9,0
1986,2020,1,103.0,1,12,1,40,0,0,6,4,0
2004,2020,10,117.0,1,5,1,22,0,0,15,6,0
1971,2020,7,181.0,1,10,1,55,0,1,6,0,0
2020,2020,12,118.0,1,12,1,6,0,0,7,8,0
2015,2015,12,101.0,1,4,1,11,0,0,12,2,0
1996,2020,5,204.0,1,4,1,30,0,1,7,6,0
2018,2020,2,2.0,1,9,1,8,0,0,16,6,1
2008,2016,9,29.0,1,1,1,18,0,0,4,11,0
2018,2018,10,1.0,1,1,1,8,0,0,11,8,1
2016,2016,12,92.0,1,1,1,10,0,0,10,9,0
2015,2017,4,2.0,1,10,1,11,0,0,8,6,1
2017,2018,11,94.0,1,1,1,9,0,0,10,8,0
2015,2018,10,118.0,1,10,1,11,0,0,12,9,0
2000,2020,1,98.0,1,10,1,26,0,0,9,5,0
2003,2020,1,90.0,1,10,2,23,1,0,13,5,0
2006,2020,1,93.0,1,11,2,20,1,0,13,5,0
2017,2017,9,1.0,1,6,1,9,0,0,16,9,1
2017,2019,3,125.0,1,10,1,9,0,1,15,6,0
2020,2020,1,1.0,1,1,1,6,0,0,16,6,1
2020,2020,11,106.0,1,9,1,6,0,0,12,9,0
2016,2017,3,114.0,1,2,2,10,1,0,10,6,0
2017,2017,9,1.0,1,1,1,9,0,0,11,8,1
2019,2019,11,40.0,2,1,1,7,0,0,10,8,0
2012,2020,5,83.0,1,1,1,14,0,0,10,6,0
2019,2019,2,117.0,1,6,1,7,0,0,12,8,0
2013,2019,4,99.0,1,5,1,13,0,0,12,8,0
2018,2020,10,4.0,1,9,1,8,0,0,3,10,1
2015,2015,12,60.0,1,1,1,11,0,0,19,7,0
2015,2015,12,60.0,1,1,1,11,0,0,19,7,0
2017,2019,12,91.0,2,14,1,9,0,0,1,9,0
2018,2018,9,1.0,1,1,1,8,0,0,11,8,1
2018,2019,5,96.0,1,4,1,8,0,0,7,6,0
2017,2019,9,102.0,1,10,3,9,1,0,0,5,0
2018,2019,10,90.0,1,6,1,8,0,0,12,6,0
2018,2020,11,123.0,1,10,1,8,0,1,12,8,0
2018,2018,3,103.0,1,7,1,8,0,0,12,8,0
2018,2018,7,2.0,1,1,1,8,0,0,11,9,1
2017,2017,9,137.0,1,10,2,9,1,1,12,8,0
2016,2017,3,90.0,1,5,1,10,0,0,13,8,0
2019,2020,10,112.0,1,10,1,7,0,0,7,4,0
2017,2018,4,49.0,1,1,1,9,0,0,10,6,0
2015,2018,10,61.0,1,1,1,11,0,0,10,2,0
2018,2018,4,78.0,3,3,1,8,0,0,4,10,0
2016,2018,8,124.0,1,8,1,10,0,1,12,6,0
2019,2020,4,60.0,1,1,1,7,0,0,10,6,0
2017,2017,3,1.0,1,6,1,9,0,0,11,8,1
1982,2019,9,104.0,1,7,1,44,0,0,0,5,0
2015,2017,4,83.0,1,6,1,11,0,0,12,8,0
2000,2018,8,163.0,1,10,1,26,0,1,12,6,0
2017,2017,6,2.0,1,15,1,9,0,0,30,8,1
2008,2017,1,119.0,1,11,2,18,1,0,12,4,0
2020,2020,11,3.0,1,1,1,6,0,0,11,7,1
2018,2018,8,74.0,3,8,2,8,1,0,1,9,0
2016,2019,6,102.0,1,8,1,10,0,0,7,6,0
2019,2019,5,1.0,1,3,1,7,0,0,21,9,1
2018,2018,3,1.0,1,1,1,8,0,0,11,8,1
2018,2018,8,83.0,1,10,1,8,0,0,12,8,0
2020,2020,6,1.0,1,1,1,6,0,0,21,9,1
2016,2019,7,1.0,1,6,1,10,0,0,17,11,1
2018,2018,12,2.0,1,7,1,8,0,0,3,8,1
1978,2018,7,88.0,2,6,1,48,0,0,0,8,0
2017,2018,11,86.0,1,1,3,9,1,0,10,8,0
2018,2018,11,3.0,1,6,1,8,0,0,11,8,1
2020,2020,2,1.0,1,12,1,6,0,0,16,8,1
2017,2018,5,66.0,1,1,2,9,1,0,10,8,0
2016,2020,10,2.0,1,18,1,10,0,0,2,8,1
2017,2017,10,1.0,1,2,1,9,0,0,11,9,1
2011,2017,10,1.0,1,7,1,15,0,0,16,6,1
2015,2017,6,90.0,1,1,1,11,0,0,10,3,0
