release_year,year_added,month_added,duration_num,director_count,cast_count,country_count,content_age,is_multicountry,is_long_content,main_genre,rating,type
2017,2017,6,102.0,1,6,1,9,0,0,15,8,0
2020,2020,8,5.0,1,13,1,6,0,0,8,6,1
2009,2019,12,156.0,1,10,1,17,0,1,12,6,0
2019,2019,6,113.0,1,6,1,7,0,0,7,6,0
2017,2017,10,144.0,1,7,1,9,0,1,12,6,0
2010,2016,9,1.0,1,6,1,16,0,0,16,9,1
2005,2017,11,131.0,2,8,1,21,0,1,12,6,0
2020,2020,11,150.0,1,9,1,6,0,1,7,8,0
2019,2019,11,1.0,1,1,1,7,0,0,16,8,1
2018,2019,7,1.0,1,10,1,8,0,0,16,8,1
2019,2019,6,125.0,1,7,1,7,0,1,7,9,0
2020,2020,1,1.0,1,11,1,6,0,0,16,8,1
2017,2017,11,3.0,1,4,1,9,0,0,17,10,1
2018,2018,7,2.0,1,7,2,8,1,0,17,10,1
2019,2019,4,1.0,1,1,1,7,0,0,16,8,1
2018,2019,8,1.0,1,7,2,8,1,0,3,10,1
2021,2021,1,1.0,1,10,1,5,0,0,8,8,1
1979,2018,5,100.0,1,9,1,47,0,0,0,4,0
2018,2019,4,110.0,1,8,1,8,0,0,13,6,0
2015,2016,7,100.0,1,7,3,11,1,0,7,8,0
2018,2018,6,121.0,4,11,1,8,0,1,7,8,0
2012,2018,10,129.0,1,10,1,14,0,1,7,6,0
2017,2017,8,51.0,1,1,1,9,0,0,27,8,0
2017,2018,7,117.0,1,3,1,9,0,0,15,6,0
2020,2020,12,94.0,1,10,1,6,0,0,12,5,0
2020,2020,12,32.0,1,15,1,6,0,0,10,9,0
2017,2018,1,107.0,1,6,2,9,1,0,12,9,0
2012,2016,4,76.0,1,10,1,14,0,0,7,5,0
2014,2017,10,118.0,1,8,1,12,0,0,13,8,0
2013,2020,11,108.0,1,15,2,13,1,0,0,5,0
2016,2017,4,101.0,1,10,1,10,0,0,7,8,0
1979,2020,8,93.0,1,8,2,47,1,0,0,5,0
2008,2019,11,99.0,2,12,1,18,0,0,7,4,0
1987,2010,11,84.0,1,10,1,39,0,0,9,2,0
2016,2018,9,102.0,1,4,1,10,0,0,12,8,0
2016,2017,2,134.0,1,5,1,10,0,1,12,6,0
2008,2020,5,91.0,2,10,1,18,0,0,4,3,0
2019,2020,5,6.0,1,10,1,7,0,0,31,9,1
2017,2018,1,78.0,1,1,1,9,0,0,10,8,0
2019,2020,1,128.0,1,11,1,7,0,1,7,8,0
2018,2018,9,1.0,1,1,1,8,0,0,16,8,1
2004,2021,1,141.0,1,2,1,22,0,1,10,6,0
2013,2020,7,128.0,1,9,1,13,0,1,12,6,0
2016,2017,8,95.0,1,6,1,10,0,0,15,8,0
2017,2019,3,1.0,1,8,1,9,0,0,17,11,1
2016,2016,7,1.0,1,10,1,10,0,0,2,6,1
2013,2019,6,2.0,1,10,1,13,0,0,2,6,1
2020,2020,5,3.0,1,1,1,6,0,0,21,6,1
2016,2017,6,1.0,1,4,1,10,0,0,16,9,1
2013,2015,12,73.0,1,10,2,13,1,0,4,10,0
2019,2019,10,1.0,1,1,2,7,1,0,11,7,1
2018,2020,6,110.0,1,8,1,8,0,0,0,6,0
2015,2020,4,143.0,1,8,1,11,0,1,7,6,0
1999,2020,1,189.0,1,15,1,27,0,1,12,5,0
2016,2017,2,75.0,1,1,1,10,0,0,4,9,0
2013,2018,8,119.0,1,10,1,13,0,0,0,6,0
2010,2019,1,56.0,1,6,1,16,0,0,12,6,0
2015,2017,4,1.0,1,12,1,11,0,0,16,6,1
2014,2017,4,1.0,1,6,1,12,0,0,16,6,1
2017,2019,12,134.0,1,8,1,9,0,1,7,6,0
2010,2018,3,1.0,1,7,1,16,0,0,16,6,1
1981,2018,8,92.0,1,6,1,45,0,0,7,9,0
2013,2016,12,1.0,1,11,2,13,1,0,16,6,1
2010,2019,11,1.0,1,8,1,16,0,0,2,6,1
2009,2018,8,109.0,1,8,1,17,0,0,15,6,0
2004,2018,4,171.0,1,10,1,22,0,1,0,6,0
2005,2018,10,129.0,1,6,1,21,0,1,7,9,0
2005,2019,12,137.0,1,8,1,21,0,1,7,6,0
1989,2018,1,192.0,1,10,1,37,0,1,12,9,0
2015,2017,9,1.0,1,4,1,11,0,0,16,9,1
2018,2018,10,2.0,1,1,1,8,0,0,8,6,1
2020,2020,8,33.0,1,18,1,6,0,0,10,8,0
2020,2020,3,21.0,1,1,1,6,0,0,10,7,0
2016,2020,5,4.0,1,12,1,10,0,0,17,7,1
2018,2018,6,106.0,1,4,1,8,0,0,7,8,0
2017,2018,11,132.0,1,8,1,9,0,1,12,9,0
2019,2019,9,133.0,1,8,1,7,0,1,12,6,0
2020,2020,5,131.0,1,8,1,6,0,1,0,8,0
2018,2018,3,51.0,2,1,1,8,0,0,27,8,0
2018,2018,10,89.0,1,6,1,8,0,0,13,8,0
2019,2019,5,70.0,1,11,1,7,0,0,4,7,0
2020,2020,8,71.0,1,11,1,6,0,0,4,7,0
2019,2019,6,1.0,1,10,1,7,0,0,17,7,1
2018,2019,2,91.0,1,10,1,8,0,0,13,8,0
2019,2019,11,131.0,1,3,1,7,0,1,12,9,0
2018,2020,7,101.0,1,6,1,8,0,0,7,6,0
2017,2017,11,4.0,1,14,1,9,0,0,3,8,1
2020,2020,4,3.0,1,1,1,6,0,0,3,8,1
2013,2018,7,105.0,1,8,3,13,1,0,0,5,0
2017,2017,6,1.0,1,10,1,9,0,0,8,6,1
2015,2018,9,88.0,1,12,2,11,1,0,7,5,0
2018,2018,12,1.0,1,2,1,8,0,0,16,9,1
2020,2020,9,4.0,1,7,1,6,0,0,30,9,1
1983,2020,1,155.0,1,9,1,43,0,1,12,8,0
2017,2018,4,103.0,1,5,1,9,0,0,12,6,0
2014,2017,4,97.0,1,8,1,12,0,0,12,4,0
2016,2018,3,92.0,1,3,1,10,0,0,12,6,0
2014,2017,9,98.0,1,6,1,12,0,0,7,6,0
2017,2018,5,109.0,1,7,2,9,1,0,0,8,0
2020,2020,12,1.0,1,12,1,6,0,0,8,6,1
2018,2018,9,1.0,1,9,1,8,0,0,30,8,1
2020,2020,8,110.0,1,8,1,6,0,0,7,6,0
2017,2018,10,136.0,1,10,1,9,0,1,7,6,0
2020,2020,12,133.0,1,14,1,6,0,1,12,5,0
2019,2019,9,152.0,1,8,1,7,0,1,7,8,0
1999,2020,9,173.0,1,6,1,27,0,1,12,6,0
2017,2018,1,89.0,1,12,1,9,0,0,10,8,0
2007,2020,9,129.0,1,10,1,19,0,1,12,6,0
1974,2017,9,162.0,1,10,1,52,0,1,7,6,0
1999,2020,1,112.0,1,10,1,27,0,0,7,4,0
2015,2015,10,85.0,1,7,1,11,0,0,7,8,0
2018,2018,11,114.0,1,3,1,8,0,0,12,8,0
2017,2017,12,75.0,1,7,1,9,0,0,12,8,0
2017,2017,12,89.0,1,8,1,9,0,0,12,6,0
2018,2019,8,177.0,1,6,1,8,0,1,12,6,0
2017,2019,2,93.0,1,8,1,9,0,0,12,6,0
2014,2018,12,112.0,1,9,4,12,1,0,7,5,0
2017,2017,4,2.0,1,8,1,9,0,0,8,8,1
2017,2019,1,99.0,1,9,1,9,0,0,13,8,0
2020,2019,11,1.0,1,1,3,6,1,0,11,8,1
2016,2020,12,107.0,1,9,2,10,1,0,0,5,0
2020,2020,3,71.0,1,1,1,6,0,0,27,8,0
2013,2018,11,95.0,1,1,1,13,0,0,27,8,0
2017,2017,9,70.0,1,1,1,9,0,0,27,8,0
2019,2020,6,3.0,1,19,1,7,0,0,3,8,1
2017,2019,6,2.0,1,13,1,9,0,0,2,6,1
2018,2018,8,1.0,1,1,1,8,0,0,11,6,1
2017,2017,6,73.0,1,1,1,9,0,0,27,8,0
2016,2016,7,2.0,1,17,1,10,0,0,29,8,1
2015,2015,12,29.0,1,3,1,11,0,0,19,8,0
2019,2019,5,90.0,1,5,1,7,0,0,0,8,0
2017,2017,5,64.0,1,1,1,9,0,0,27,8,0
2012,2018,8,50.0,1,3,1,14,0,0,27,8,0
2015,2016,12,38.0,1,8,1,11,0,0,4,7,0
2019,2019,9,1.0,1,11,1,7,0,0,16,8,1
2016,2016,9,69.0,1,3,1,10,0,0,27,8,0
2016,2016,5,29.0,1,6,1,10,0,0,19,6,0
2018,2019,6,2.0,1,6,1,8,0,0,30,6,1
2018,2018,2,67.0,1,1,1,8,0,0,27,8,0
2016,2017,2,94.0,1,6,1,10,0,0,12,8,0
2018,2019,8,135.0,1,8,1,8,0,1,7,6,0
2019,2019,12,137.0,1,8,2,7,1,1,12,5,0
2019,2020,4,1.0,1,3,1,7,0,0,21,6,1
2018,2018,2,2.0,1,8,1,8,0,0,16,8,1
1986,2018,8,90.0,1,7,2,40,1,0,0,5,0
2002,2019,12,104.0,1,1,1,24,0,0,27,5,0
2017,2018,1,55.0,1,1,1,9,0,0,10,9,0
2019,2019,10,62.0,1,1,1,7,0,0,27,6,0
2016,2018,3,83.0,1,1,1,10,0,0,10,6,0
2014,2015,3,77.0,1,13,1,12,0,0,10,9,0
2011,2020,12,1.0,1,6,2,15,1,0,2,6,1
2011,2020,12,1.0,1,9,1,15,0,0,2,6,1
2015,2016,2,74.0,1,11,1,11,0,0,4,3,0
2020,2020,10,7.0,1,9,1,6,0,0,29,6,1
2018,2018,10,3.0,1,13,1,8,0,0,8,8,1
2016,2017,1,75.0,1,11,1,10,0,0,4,3,0
2018,2018,9,2.0,1,5,1,8,0,0,8,8,1
2013,2014,2,72.0,2,5,1,13,0,0,0,3,0
2019,2019,6,3.0,1,9,1,7,0,0,8,8,1
2018,2018,6,2.0,1,11,1,8,0,0,8,8,1
2017,2017,8,1.0,1,15,1,9,0,0,8,8,1
2019,2019,1,2.0,1,10,1,7,0,0,8,8,1
2017,2018,7,103.0,1,9,1,9,0,0,1,3,0
2014,2020,7,120.0,1,9,1,12,0,0,12,9,0
2018,2019,7,131.0,1,11,2,8,1,1,4,3,0
2016,2019,7,1.0,1,1,1,10,0,0,3,6,1
2020,2020,8,1.0,1,8,1,6,0,0,16,8,1
2020,2020,3,100.0,1,4,1,6,0,0,7,6,0
2013,2020,12,4.0,1,2,1,13,0,0,16,6,1
2016,2016,10,95.0,1,22,1,10,0,0,7,8,0
2019,2020,5,4.0,1,4,1,7,0,0,17,10,1
2012,2016,10,1.0,1,1,2,14,1,0,17,10,1
2012,2016,2,1.0,1,1,1,14,0,0,17,10,1
2020,2020,3,112.0,1,6,1,6,0,0,7,8,0
1983,2019,12,138.0,1,8,1,43,0,1,12,6,0
2016,2018,2,143.0,1,7,1,10,0,1,0,2,0
2017,2017,5,2.0,1,9,1,9,0,0,30,8,1
2018,2019,10,108.0,1,8,2,8,1,0,0,6,0
2017,2020,5,91.0,1,3,1,9,0,0,12,6,0
2017,2018,8,80.0,1,10,1,9,0,0,12,8,0
2012,2020,5,94.0,1,10,1,14,0,0,7,6,0
2006,2018,2,132.0,2,6,1,20,0,1,7,6,0
2018,2018,1,57.0,1,1,1,8,0,0,27,8,0
2018,2019,7,136.0,1,10,1,8,0,1,0,6,0
2020,2020,4,63.0,1,1,1,6,0,0,27,8,0
2013,2017,1,84.0,1,9,1,13,0,0,12,6,0
2018,2018,11,111.0,1,10,1,8,0,0,13,8,0
2014,2018,8,99.0,1,8,1,12,0,0,12,8,0
2017,2019,7,93.0,2,8,1,9,0,0,7,6,0
2016,2017,5,114.0,2,7,1,10,0,0,10,9,0
1993,2017,6,122.0,1,9,3,33,1,1,12,6,0
2019,2019,8,120.0,1,3,2,7,1,0,15,9,0
2017,2018,9,100.0,1,1,1,9,0,0,10,9,0
2017,2017,8,67.0,1,1,1,9,0,0,27,6,0
1988,2018,1,132.0,1,9,1,38,0,1,7,9,0
2016,2017,2,83.0,1,10,1,10,0,0,7,8,0
2017,2017,11,54.0,2,1,1,9,0,0,27,8,0
2016,2019,7,105.0,1,8,1,10,0,0,12,5,0
2011,2021,1,98.0,1,11,1,15,0,0,7,4,0
1973,2019,7,112.0,1,8,1,53,0,0,6,5,0
2020,2020,9,3.0,1,1,1,6,0,0,11,6,1
2018,2018,11,1.0,1,8,1,8,0,0,11,8,1
2020,2020,1,1.0,1,16,1,6,0,0,8,8,1
2019,2020,5,3.0,1,4,3,7,1,0,16,8,1
2017,2018,3,94.0,1,9,1,9,0,0,12,9,0
1985,2019,10,90.0,1,10,2,41,1,0,13,8,0
2016,2019,11,3.0,1,6,1,10,0,0,3,9,1
2017,2020,8,75.0,1,8,1,9,0,0,7,9,0
2017,2017,10,48.0,2,1,1,9,0,0,10,6,0
2013,2019,7,1.0,1,1,1,13,0,0,3,7,1
2018,2020,6,1.0,1,6,1,8,0,0,2,8,1
2012,2019,7,1.0,1,1,1,14,0,0,21,9,1
2017,2018,10,150.0,1,2,1,9,0,1,12,8,0
2019,2019,10,126.0,1,6,1,7,0,1,12,8,0
2017,2018,8,110.0,1,8,1,9,0,0,12,9,0
2016,2019,6,1.0,1,1,1,10,0,0,16,6,1
2003,2018,7,84.0,1,10,1,23,0,0,7,5,0
2017,2018,2,118.0,1,10,1,9,0,0,12,8,0
2019,2020,11,97.0,1,8,1,7,0,0,12,8,0
2018,2018,12,1.0,1,9,1,8,0,0,8,8,1
2018,2019,6,86.0,2,1,3,8,1,0,10,6,0
2017,2019,1,1.0,1,6,1,9,0,0,16,6,1
1997,2019,10,98.0,1,10,1,29,0,0,0,4,0
2002,2019,10,88.0,1,10,1,24,0,0,0,4,0
2020,2020,8,5.0,1,7,1,6,0,0,16,6,1
2008,2020,6,101.0,1,8,1,18,0,0,7,6,0
2017,2020,1,82.0,2,6,1,9,0,0,12,3,0
2016,2017,8,81.0,1,9,2,10,1,0,12,8,0
2009,2019,2,112.0,1,10,1,17,0,0,0,5,0
2018,2019,5,88.0,1,1,1,8,0,0,10,6,0
2016,2016,12,99.0,1,8,1,10,0,0,12,8,0
2018,2018,4,79.0,2,1,1,8,0,0,10,9,0
2016,2016,11,88.0,1,8,1,10,0,0,12,8,0
2019,2019,3,88.0,1,10,1,7,0,0,13,6,0
2018,2018,5,1.0,1,2,1,8,0,0,16,6,1
2019,2019,5,103.0,1,8,1,7,0,0,12,8,0
2018,2019,1,115.0,1,6,1,8,0,0,12,8,0
2015,2016,12,1.0,1,26,1,11,0,0,16,8,1
2012,2016,12,5.0,1,8,1,14,0,0,3,9,1
2019,2019,11,1.0,1,12,1,7,0,0,30,9,1
2019,2020,6,115.0,1,9,1,7,0,0,7,8,0
2018,2019,9,106.0,1,12,1,8,0,0,7,8,0
2017,2018,8,162.0,1,7,1,9,0,1,0,6,0
2017,2017,8,103.0,1,8,4,9,1,0,14,8,0
2020,2020,1,1.0,1,10,1,6,0,0,31,8,1
2013,2020,10,93.0,1,5,1,13,0,0,20,5,0
2014,2017,2,1.0,2,4,1,12,0,0,34,8,1
2018,2018,7,1.0,1,5,1,8,0,0,16,6,1
2016,2018,4,116.0,1,3,1,10,0,0,12,6,0
2016,2018,12,100.0,1,1,1,10,0,0,10,8,0
2016,2017,2,1.0,1,1,1,10,0,0,16,9,1
2017,2019,12,95.0,2,10,2,9,1,0,0,5,0
2019,2019,8,102.0,1,10,1,7,0,0,4,9,0
2018,2019,1,105.0,1,10,2,8,1,0,7,8,0
2009,2018,1,148.0,1,10,1,17,0,1,7,6,0
2015,2019,8,105.0,1,9,1,11,0,0,0,5,0
2017,2020,1,2.0,1,11,4,9,1,0,17,11,1
2011,2020,7,86.0,1,9,1,15,0,0,12,8,0
2017,2017,2,54.0,2,41,1,9,0,0,7,8,0
2016,2016,11,61.0,1,1,1,10,0,0,27,8,0
2017,2017,6,19.0,1,1,2,9,1,0,10,9,0
2020,2020,9,63.0,1,1,1,6,0,0,27,8,0
2020,2020,9,59.0,1,1,1,6,0,0,27,8,0
2019,2019,12,60.0,1,1,1,7,0,0,27,8,0
2009,2020,6,113.0,1,10,1,17,0,0,7,5,0
2016,2019,3,92.0,1,11,2,10,1,0,4,3,0
2020,2020,4,1.0,1,2,1,6,0,0,30,8,1
2020,2020,11,87.0,1,5,1,6,0,0,7,7,0
2014,2020,6,3.0,1,12,1,12,0,0,16,8,1
2019,2019,10,2.0,1,28,1,7,0,0,16,8,1
2018,2019,4,1.0,1,1,1,8,0,0,16,6,1
2016,2020,9,112.0,1,9,2,10,1,0,0,4,0
2020,2020,9,1.0,1,10,2,6,1,0,17,10,1
2020,2020,12,26.0,1,11,1,6,0,0,4,10,0
2020,2020,9,3.0,1,1,1,6,0,0,17,10,1
2019,2019,10,1.0,1,5,1,7,0,0,17,10,1
2020,2020,3,1.0,1,6,1,6,0,0,17,10,1
2021,2021,1,1.0,1,3,1,5,0,0,17,10,1
1996,2016,1,1.0,1,15,1,30,0,0,17,11,1
2010,2016,1,4.0,1,15,2,16,1,0,17,11,1
2014,2020,4,97.0,3,1,1,12,0,0,4,11,0
2013,2020,5,76.0,1,1,1,13,0,0,27,6,0
2017,2017,2,71.0,2,1,1,9,0,0,27,8,0
2019,2019,11,86.0,1,1,1,7,0,0,27,8,0
2008,2019,11,56.0,1,1,1,18,0,0,27,8,0
2015,2015,12,60.0,1,1,1,11,0,0,27,8,0
2019,2019,6,63.0,1,1,1,7,0,0,27,8,0
2017,2018,1,124.0,1,10,2,9,1,1,12,6,0
2018,2020,11,94.0,1,10,3,8,1,0,0,5,0
2020,2020,6,100.0,2,8,1,6,0,0,12,6,0
2019,2020,3,115.0,1,2,1,7,0,0,10,8,0
2018,2020,7,102.0,1,7,2,8,1,0,7,8,0
2008,2017,2,128.0,1,12,1,18,0,1,12,5,0
2019,2019,11,2.0,1,12,1,7,0,0,16,8,1
2020,2020,8,1.0,1,1,1,6,0,0,21,8,1
2019,2019,8,2.0,1,1,1,7,0,0,3,8,1
2017,2017,8,1.0,1,16,1,9,0,0,8,8,1
2015,2017,6,1.0,1,5,1,11,0,0,8,6,1
2017,2020,1,99.0,1,10,1,9,0,0,15,5,0
2017,2017,5,88.0,1,10,1,9,0,0,7,8,0
2019,2019,8,2.0,1,5,1,7,0,0,8,8,1
2016,2019,2,106.0,2,8,3,10,1,0,12,6,0
2019,2020,4,83.0,1,6,1,7,0,0,12,8,0
2015,2018,11,1.0,1,13,2,11,1,0,17,9,1
2016,2017,6,1.0,1,9,1,10,0,0,17,11,1
2018,2019,10,1.0,1,1,1,8,0,0,17,11,1
2016,2019,11,78.0,1,2,1,10,0,0,10,6,0
2017,2018,8,128.0,1,5,1,9,0,1,12,6,0
2013,2018,12,1.0,1,1,1,13,0,0,21,9,1
2004,2018,6,136.0,1,21,2,22,1,1,4,3,0
2019,2020,3,132.0,1,6,1,7,0,1,12,6,0
2019,2020,2,5.0,1,20,3,7,1,0,17,11,1
2018,2019,3,129.0,1,12,1,8,0,1,12,8,0
2018,2020,6,98.0,1,8,1,8,0,0,0,3,0
2019,2019,6,62.0,1,1,1,7,0,0,27,6,0
2012,2020,4,106.0,1,15,2,14,1,0,4,3,0
2016,2017,2,129.0,1,7,1,10,0,1,12,8,0
2014,2019,8,1.0,1,8,1,12,0,0,16,8,1
2019,2020,4,120.0,1,10,1,7,0,0,7,9,0
2017,2019,8,81.0,1,9,1,9,0,0,4,6,0
2019,2020,2,82.0,1,8,1,7,0,0,4,7,0
2020,2020,11,1.0,1,12,1,6,0,0,16,8,1
2020,2020,1,85.0,1,1,1,6,0,0,10,8,0
2019,2019,11,1.0,1,9,1,7,0,0,16,6,1
2015,2018,5,1.0,1,18,1,11,0,0,8,6,1
2015,2017,10,90.0,1,16,1,11,0,0,1,4,0
2016,2016,12,1.0,1,7,1,10,0,0,16,6,1
2020,2020,11,136.0,1,11,1,6,0,1,12,9,0
2014,2018,12,89.0,1,10,1,12,0,0,12,8,0
2014,2015,9,130.0,1,4,4,12,1,1,12,4,0
2017,2017,12,85.0,1,6,1,9,0,0,22,6,0
2012,2016,12,1.0,1,6,1,14,0,0,16,9,1
2011,2017,10,90.0,1,1,1,15,0,0,10,2,0
2015,2016,8,1.0,1,7,1,11,0,0,16,8,1
2015,2017,1,94.0,1,1,1,11,0,0,10,8,0
2016,2016,12,86.0,1,6,1,10,0,0,12,2,0
2019,2020,2,102.0,1,9,1,7,0,0,12,8,0
2014,2014,8,94.0,2,6,3,12,1,0,10,9,0
2017,2017,8,100.0,1,1,2,9,1,0,10,6,0
2008,2019,5,119.0,1,7,1,18,0,0,0,8,0
2018,2019,7,107.0,1,6,2,8,1,0,0,8,0
2014,2017,8,93.0,1,7,1,12,0,0,7,9,0
2015,2018,7,109.0,2,7,1,11,0,0,12,5,0
2014,2014,1,93.0,1,1,1,12,0,0,10,9,0
2018,2018,10,57.0,1,1,1,8,0,0,27,8,0
2019,2019,9,64.0,1,1,1,7,0,0,27,8,0
2018,2018,5,1.0,1,7,1,8,0,0,16,8,1
2014,2018,9,1.0,1,9,1,12,0,0,2,9,1
2016,2019,11,2.0,1,14,1,10,0,0,2,6,1
2018,2020,5,54.0,3,7,1,8,0,0,1,3,0
2000,2020,8,6.0,1,8,1,26,0,0,30,9,1
2016,2017,5,109.0,1,6,1,10,0,0,12,8,0
2019,2020,12,96.0,1,12,1,7,0,0,7,6,0
2017,2018,6,92.0,1,11,1,9,0,0,0,8,0
2016,2018,8,168.0,1,8,1,10,0,1,0,6,0
2015,2018,7,93.0,1,6,1,11,0,0,12,5,0
2019,2019,9,100.0,1,13,1,7,0,0,12,6,0
2015,2019,7,1.0,1,1,1,11,0,0,17,10,1
2017,2020,4,141.0,1,12,3,9,1,1,12,5,0
2017,2018,8,139.0,1,8,1,9,0,1,12,6,0
2014,2017,7,1.0,1,3,1,12,0,0,16,6,1
2018,2020,4,92.0,1,9,1,8,0,0,7,6,0
2003,2019,1,119.0,1,10,1,23,0,0,12,4,0
2021,2021,1,2.0,1,15,1,5,0,0,16,8,1
2016,2017,10,84.0,1,6,2,10,1,0,35,5,0
2015,2019,7,1.0,1,1,1,11,0,0,3,9,1
2020,2020,4,57.0,2,1,1,6,0,0,10,8,0
1997,2019,11,96.0,1,9,1,29,0,0,0,5,0
2019,2019,4,122.0,1,8,1,7,0,1,7,8,0
2017,2019,10,1.0,1,9,1,9,0,0,17,11,1
2014,2017,3,1.0,1,1,1,12,0,0,3,9,1
2018,2018,9,1.0,1,9,1,8,0,0,8,8,1
2016,2016,3,83.0,1,7,1,10,0,0,4,3,0
2017,2019,6,117.0,1,3,1,9,0,0,7,8,0
2017,2018,4,93.0,1,6,2,9,1,0,4,3,0
2013,2018,3,73.0,1,9,1,13,0,0,4,11,0
2015,2015,9,72.0,1,7,1,11,0,0,4,11,0
2017,2020,2,72.0,1,10,1,9,0,0,19,10,0
2012,2018,1,46.0,2,10,1,14,0,0,4,11,0
2014,2018,1,74.0,2,13,1,12,0,0,4,11,0
2013,2018,1,46.0,1,12,1,13,0,0,4,11,0
2011,2018,1,46.0,2,10,1,15,0,0,4,11,0
2014,2018,1,74.0,1,10,1,12,0,0,4,11,0
2012,2018,3,71.0,2,7,1,14,0,0,4,11,0
2016,2017,10,72.0,1,11,1,10,0,0,4,11,0
2015,2018,3,76.0,2,1,1,11,0,0,4,11,0
2010,2017,10,23.0,2,8,1,16,0,0,4,11,0
2013,2015,7,60.0,3,10,1,13,0,0,4,7,0
2013,2018,1,46.0,2,12,1,13,0,0,4,11,0
2006,2020,12,91.0,1,12,1,20,0,0,4,3,0
2017,2017,12,81.0,1,7,2,9,1,0,4,11,0
2012,2020,5,2.0,1,4,1,14,0,0,17,10,1
2005,2020,1,101.0,1,10,2,21,1,0,7,4,0
2014,2020,1,119.0,1,8,1,12,0,0,0,5,0
2014,2020,5,1.0,1,12,1,12,0,0,2,9,1
2013,2019,7,1.0,1,1,1,13,0,0,3,7,1
2011,2019,7,1.0,1,1,1,15,0,0,3,7,1
1975,2019,1,92.0,2,9,1,51,0,0,0,3,0
2014,2018,10,1.0,1,7,1,12,0,0,3,8,1
2008,2018,10,55.0,1,6,1,18,0,0,10,8,0
2014,2018,10,137.0,1,5,1,12,0,1,7,8,0
2000,2018,10,56.0,1,6,1,26,0,0,7,8,0
1998,2018,10,58.0,1,8,1,28,0,0,7,8,0
1982,2018,10,80.0,2,8,1,44,0,0,7,5,0
2014,2018,10,94.0,2,8,1,12,0,0,10,8,0
2009,2018,10,1.0,1,6,1,17,0,0,3,8,1
1972,2018,10,1.0,1,6,2,54,1,0,16,8,1
1974,2018,10,4.0,1,6,1,52,0,0,3,6,1
1979,2018,10,94.0,1,8,1,47,0,0,6,5,0
2005,2018,10,1.0,1,6,2,21,1,0,3,8,1
2018,2019,10,1.0,1,12,1,8,0,0,8,8,1
2009,2020,1,97.0,1,10,2,17,1,0,12,5,0
2016,2019,5,111.0,1,9,1,10,0,0,12,5,0
2015,2017,9,96.0,1,8,2,11,1,0,0,5,0
2015,2017,11,135.0,1,9,2,11,1,1,12,6,0
2018,2019,3,1.0,1,12,1,8,0,0,16,6,1
2020,2020,12,2.0,1,1,1,6,0,0,3,10,1
2016,2018,11,91.0,1,7,2,10,1,0,12,5,0
2019,2019,11,1.0,1,11,1,7,0,0,8,8,1
2013,2018,2,84.0,1,1,1,13,0,0,10,8,0
2011,2018,2,121.0,1,7,1,15,0,1,12,6,0
2012,2019,1,61.0,1,1,1,14,0,0,27,8,0
2017,2018,7,2.0,1,7,1,9,0,0,16,8,1
2020,2020,6,2.0,1,9,1,6,0,0,16,8,1
2016,2017,5,83.0,1,1,1,10,0,0,10,8,0
2020,2020,11,103.0,1,15,1,6,0,0,0,8,0
2020,2020,11,127.0,1,3,1,6,0,1,12,6,0
2016,2017,5,2.0,1,1,1,10,0,0,17,10,1
2019,2020,1,132.0,1,8,1,7,0,1,7,6,0
2016,2018,10,117.0,1,10,1,10,0,0,7,9,0
2019,2019,6,2.0,1,1,2,7,1,0,17,10,1
2016,2017,7,109.0,1,2,1,10,0,0,4,12,0
2017,2018,10,74.0,1,1,1,9,0,0,0,3,0
2020,2020,10,1.0,2,1,1,6,0,0,11,8,1
2013,2019,4,94.0,12,39,1,13,0,0,7,5,0
2018,2019,9,3.0,1,1,1,8,0,0,11,7,1
2016,2018,4,1.0,1,8,1,10,0,0,16,9,1
2018,2018,12,105.0,1,13,2,8,1,0,0,4,0
2018,2018,10,131.0,1,8,1,8,0,1,12,8,0
2016,2018,12,105.0,1,10,1,10,0,0,12,4,0
2002,2020,8,97.0,1,10,1,24,0,0,7,4,0
2015,2017,6,102.0,1,1,4,11,1,0,10,6,0
2020,2020,12,3.0,1,8,1,6,0,0,30,6,1
2014,2020,8,93.0,1,11,1,12,0,0,4,3,0
2016,2016,12,97.0,1,6,1,10,0,0,12,8,0
2015,2020,2,96.0,1,8,1,11,0,0,0,5,0
2009,2020,6,97.0,1,10,1,17,0,0,7,6,0
2017,2017,12,91.0,1,7,1,9,0,0,7,8,0
2018,2018,7,1.0,1,5,1,8,0,0,16,8,1
1984,2018,8,86.0,1,5,1,42,0,0,7,6,0
2007,2019,9,88.0,1,9,1,19,0,0,7,4,0
2020,2020,5,107.0,1,4,1,6,0,0,15,8,0
2012,2019,6,90.0,1,14,1,14,0,0,7,6,0
2017,2017,11,153.0,1,12,1,9,0,1,7,4,0
2016,2016,10,96.0,1,10,3,10,1,0,12,8,0
2015,2017,9,104.0,1,8,2,11,1,0,12,8,0
2020,2020,7,96.0,2,1,1,6,0,0,10,6,0
2015,2017,3,136.0,1,8,1,11,0,1,12,6,0
2012,2021,1,131.0,1,10,1,14,0,1,12,4,0
2017,2017,11,135.0,1,7,1,9,0,1,12,5,0
2012,2018,10,150.0,1,7,1,14,0,1,0,6,0
2019,2020,5,98.0,1,10,1,7,0,0,7,6,0
2004,2019,12,158.0,1,8,1,22,0,1,7,9,0
1989,2017,9,163.0,1,10,1,37,0,1,0,6,0
